Undetected/Common2/Common3/Undetected/Name/Undetected/<|>data/Stats/Patterns Data/UndetectedCommon2Common3UndetectedNameUndetected.txt<|>2
Undetected/Common3/Undetected/Name/<|>data/Stats/Patterns Data/UndetectedCommon3UndetectedName.txt<|>33
Undetected/Common2/Undetected/Common3/<|>data/Stats/Patterns Data/UndetectedCommon2UndetectedCommon3.txt<|>10
Common1/Undetected/Name/Name/Name/Undetected/<|>data/Stats/Patterns Data/Common1UndetectedNameNameNameUndetected.txt<|>13
Common2/Undetected/Mobile/Undetected/<|>data/Stats/Patterns Data/Common2UndetectedMobileUndetected.txt<|>45
Name/DOB/<|>data/Stats/Patterns Data/NameDOB.txt<|>260
Location/Undetected/Location/Undetected/<|>data/Stats/Patterns Data/LocationUndetectedLocationUndetected.txt<|>10
Location/Mobile/<|>data/Stats/Patterns Data/LocationMobile.txt<|>79
Common1/Undetected/Name/Undetected/DOB/<|>data/Stats/Patterns Data/Common1UndetectedNameUndetectedDOB.txt<|>3
Undetected/Mobile/Undetected/<|>data/Stats/Patterns Data/UndetectedMobileUndetected.txt<|>227
Undetected/Common1/Undetected/Location/Name/<|>data/Stats/Patterns Data/UndetectedCommon1UndetectedLocationName.txt<|>1
Undetected/Name/Name/Name/Undetected/<|>data/Stats/Patterns Data/UndetectedNameNameNameUndetected.txt<|>24
Undetected/DOB/<|>data/Stats/Patterns Data/UndetectedDOB.txt<|>1023
Common2/Name/DOB/<|>data/Stats/Patterns Data/Common2NameDOB.txt<|>4
Undetected/Common1/Name/Name/Undetected/<|>data/Stats/Patterns Data/UndetectedCommon1NameNameUndetected.txt<|>6
Mobile/Name/Undetected/<|>data/Stats/Patterns Data/MobileNameUndetected.txt<|>16
Undetected/Location/Name/Undetected/<|>data/Stats/Patterns Data/UndetectedLocationNameUndetected.txt<|>6
Name/DOB/Undetected/<|>data/Stats/Patterns Data/NameDOBUndetected.txt<|>5
Undetected/Common2/Name/Name/Undetected/<|>data/Stats/Patterns Data/UndetectedCommon2NameNameUndetected.txt<|>21
Undetected/Name/Location/Undetected/<|>data/Stats/Patterns Data/UndetectedNameLocationUndetected.txt<|>49
Undetected/Common1/Location/Undetected/<|>data/Stats/Patterns Data/UndetectedCommon1LocationUndetected.txt<|>23
Common3/Name/Undetected/Name/Undetected/<|>data/Stats/Patterns Data/Common3NameUndetectedNameUndetected.txt<|>1
Undetected/Name/Common3/Undetected/<|>data/Stats/Patterns Data/UndetectedNameCommon3Undetected.txt<|>31
Common3/Undetected/DOB/<|>data/Stats/Patterns Data/Common3UndetectedDOB.txt<|>14
Common1/Undetected/Common3/Name/Undetected/Mobile/<|>data/Stats/Patterns Data/Common1UndetectedCommon3NameUndetectedMobile.txt<|>1
Undetected/Common2/Name/Undetected/Name/<|>data/Stats/Patterns Data/UndetectedCommon2NameUndetectedName.txt<|>9
Undetected/Common2/Name/Undetected/Location/<|>data/Stats/Patterns Data/UndetectedCommon2NameUndetectedLocation.txt<|>3
Undetected/Location/Undetected/Location/Name/<|>data/Stats/Patterns Data/UndetectedLocationUndetectedLocationName.txt<|>1
Common3/Undetected/Location/Undetected/<|>data/Stats/Patterns Data/Common3UndetectedLocationUndetected.txt<|>17
Name/email_Name/<|>data/Stats/Patterns Data/NameemailName.txt<|>1
Undetected/Name/Undetected/Name/<|>data/Stats/Patterns Data/UndetectedNameUndetectedName.txt<|>48
Common1/Undetected/Location/<|>data/Stats/Patterns Data/Common1UndetectedLocation.txt<|>4
Common3/Undetected/Name/Name/Undetected/<|>data/Stats/Patterns Data/Common3UndetectedNameNameUndetected.txt<|>34
Undetected/Common1/Undetected/Name/Name/<|>data/Stats/Patterns Data/UndetectedCommon1UndetectedNameName.txt<|>26
Common2/Undetected/Name/Name/Undetected/<|>data/Stats/Patterns Data/Common2UndetectedNameNameUndetected.txt<|>108
Undetected/Common1/Undetected/Common2/Common3/<|>data/Stats/Patterns Data/UndetectedCommon1UndetectedCommon2Common3.txt<|>1
Undetected/Name/Name/Undetected/Name/Undetected/<|>data/Stats/Patterns Data/UndetectedNameNameUndetectedNameUndetected.txt<|>2
Common2/Undetected/Undetected/Name/Name/<|>data/Stats/Patterns Data/Common2UndetectedUndetectedNameName.txt<|>3
Mobile/Undetected/Common1/Undetected/<|>data/Stats/Patterns Data/MobileUndetectedCommon1Undetected.txt<|>9
